Gender;Height;Weight
Female;639.902.528.989.022;156.379.506.355.408
Female;593.949.177.288.618;13.137.996.833.462
Female;613.834.605.623.098;125.754.421.731.247
Female;638.974.199.447.316;138.190.282.698.313
Female;619.721.211.946.316;132.907.414.346.609
Female;63.249.252.941.493;131.647.765.438.899
Female;694.436.153.829.986;178.276.727.577.929
Female;63.655.296.507.321;128.283.430.931.501
Female;612.057.754.529.634;124.423.083.650.682
Female;619.875.304.734.353;126.409.431.105.259
Female;602.203.411.634.516;120.429.932.616.127
Female;641.722.773.592.349;139.823.867.554.424
Female;637.046.639.520.932;134.093.409.442.141
Female;652.646.476.986.872;151.605.507.508.392
Female;634.670.029.054.455;132.368.543.794.971
Female;627.314.184.480.746;108.656.168.510.615
Female;620.211.634.817.925;136.013.538.730.059
Female;615.766.245.673.981;109.076.317.238.180
Female;645.681.508.238.302;143.236.838.685.381
Female;614.524.106.027.452;121.980.092.414.149
Female;635.731.426.798.083;128.558.496.285.949
Female;610.836.290.575.481;122.442.863.365.485
Female;646.787.800.036.247;131.652.285.011.168
Female;655.518.478.062.711;139.383.137.119.040
Female;60.783.286.619.805;113.593.997.537.514
Female;638.121.899.792.567;149.825.575.478.474
Female;649.606.364.936.735;142.093.483.033.212
Female;601.921.737.819.787;963.587.759.528.881
Female;615.105.296.831.285;117.840.302.473.304
Female;667.061.675.880.873;148.351.406.528.819
Female;621.146.025.951.057;110.917.344.379.577
Female;669.178.300.684.814;181.592.417.163.426
Female;663.376.605.831.011;141.387.531.916.580
Female;585.921.354.978.105;105.808.189.725.732
Female;653.353.334.954.337;130.573.205.393.963
Female;630.559.876.227.757;128.398.965.765.746
Female;619.278.304.697.097;116.792.556.571.570
Female;649.250.143.571.263;142.118.166.114.949
Female;682.916.245.166.065;164.183.004.342.798
Female;626.890.338.335.094;122.998.261.577.229
Female;626.808.367.408.697;125.892.492.220.756
Female;663.177.553.917.042;151.211.971.866.353
Female;650.703.469.530.899;135.605.515.984.563
Female;624.337.761.731.215;137.174.597.958.243
Female;641.852.125.046.744;130.087.834.383.327
Female;665.298.081.002.523;157.929.683.798.501
Female;621.807.795.078.549;111.850.588.135.351
Female;616.489.868.464.626;108.033.869.563.019
Female;648.194.236.529.219;132.578.705.642.439
Female;614.129.359.359.521;123.962.285.067.990
Female;652.860.178.095.874;143.373.077.174.593
Female;673.115.988.925.796;153.910.289.791.171
Female;663.376.576.244.353;155.668.743.499.010
Female;622.810.008.793.625;122.533.501.204.297
Female;629.416.573.504.314;127.248.821.350.561
Female;610.794.519.671.956;124.802.926.195.355
Female;652.485.738.868.804;154.909.310.178.477
Female;679.835.332.777.928;153.438.111.730.142
Female;604.740.883.317.614;12.668.352.528.844
Female;647.475.146.581.568;136.530.687.014.797
Female;632.172.784.049.803;140.159.026.447.613
Female;673.871.042.566.167;153.134.385.399.519
Female;616.229.362.133.595;143.623.629.604.792
Female;659.648.269.582.179;151.631.440.216.846
Female;624.404.269.475.933;128.234.428.310.996
Female;663.867.051.836.085;152.738.489.949.504
Female;611.772.757.055.263;127.197.055.303.308
Female;612.339.039.304.258;103.142.561.324.103
Female;628.486.223.663.988;121.679.765.033.919
Female;633.471.828.156.837;145.524.974.081.491
Female;644.281.059.378.209;141.214.470.246.644
Female;682.543.625.394.003;173.513.343.771.179
Female;652.510.017.671.734;151.729.312.917.159
Female;68.026.816.799.122;161.905.682.619.433
Female;641.860.521.542.502;152.265.119.509.105
Female;681.016.740.752.074;166.812.092.531.527
Female;623.690.613.865.757;141.891.389.096.293
Female;646.834.712.324.548;135.708.088.300.298
Female;645.802.071.176.162;126.432.720.526.499
Female;673.841.017.695.964;156.492.674.361.252
Female;642.408.237.241.065;137.414.668.307.977
Female;626.752.394.484.446;137.650.841.212.974
Female;665.323.920.249.645;159.636.138.297.466
Female;600.729.432.857.316;126.389.612.561.301
Female;69.186.811.116.755;16.613.641.093.753
Female;624.092.643.569.429;146.809.439.343.295
Female;63.341.093.895.695;140.618.434.726.989
Female;644.943.181.693.196;141.875.465.500.897
Female;631.218.588.316.827;132.622.973.169.640
Female;642.202.434.413.069;131.700.238.301.874
Female;590.495.118.453.063;112.029.945.790.866
Female;66.148.828.720.191;152.749.747.162.287
Female;630.342.403.404.518;131.970.135.026.466
Female;627.765.751.948.061;114.155.852.012.059
Female;624.722.579.408.584;120.169.133.253.532
Female;658.725.959.157.433;155.570.746.043.881
Female;662.035.724.633.392;172.395.015.493.044
Female;63.420.512.815.037;134.999.570.948.388
Female;6.493.426.963.137;154.700.225.446.816
Female;652.630.619.412.634;100.982.899.039.723
Female;65.371.089.546.192;136.471.256.041.241
Female;653.739.828.076.505;144.018.809.201.117
Female;622.687.686.031.621;138.622.815.859.994
Female;662.874.422.639.476;168.905.571.923.085
Female;684.073.819.893.756;165.572.093.360.069
Female;645.261.238.533.065;136.757.930.120.717
Female;582.566.636.783.877;117.497.757.237.700
Female;613.244.212.856.293;115.224.368.573.338
Female;643.001.958.311.705;129.483.342.065.861
Female;637.896.644.114.931;140.328.415.782.962
Female;647.285.396.961.477;152.378.222.418.738
Female;677.144.808.195.324;147.672.830.227.387
Female;625.185.166.556.805;128.851.529.473.695
Female;659.569.855.056.391;143.253.878.067.555
Female;637.166.453.300.807;138.187.700.423.217
Female;637.042.014.125.732;133.023.856.713.654
Female;625.706.819.532.536;126.912.850.119.797
Female;64.855.261.946.483;150.397.117.772.073
Female;64.009.872.579.537;127.955.175.111.910
Female;618.150.543.535.665;124.960.105.719.251
Female;625.367.886.786.814;128.357.711.606.643
Female;676.381.176.208.177;152.026.630.885.817
Female;687.095.799.916.193;17.438.251.631.775
Female;671.385.167.280.999;155.016.937.859.477
Female;668.899.688.065.447;145.761.659.994.705
Female;606.236.351.181.435;136.656.054.750.481
Female;604.158.461.005.096;126.703.963.339.534
Female;669.064.756.007.097;156.588.617.534.967
Female;625.997.282.401.031;125.647.206.889.565
Female;64.402.180.013.628;144.500.892.432.811
Female;623.613.595.450.316;112.283.012.471.067
Female;621.889.327.750.203;125.179.379.627.261
Female;65.238.506.746.658;125.404.932.688.931
Female;621.402.449.692.502;114.926.184.441.192
Female;722.647.482.777.197;188.437.304.384.848
Female;60.598.584.310.957;124.603.354.194.048
Female;622.665.814.965.972;111.245.008.384.803
Female;583.010.347.391.725;922.981.464.679.836
Female;64.365.890.800.229;135.600.087.638.517
Female;626.658.609.887.557;130.995.189.147.954
Female;674.233.394.447.381;161.894.007.812.839
Female;678.283.434.153.382;173.360.436.577.976
Female;588.667.513.609.795;100.848.899.977.152
Female;620.664.061.796.513;123.704.860.088.983
Female;64.101.749.313.676;146.648.296.418.732
Female;602.399.860.346.275;121.502.890.813.827
Female;622.112.282.443.538;136.204.821.481.275
Female;652.830.163.165.886;150.781.482.245.881
Female;679.727.454.826.759;147.274.133.077.866
Female;677.208.555.797.941;159.495.168.518.468
Female;641.217.766.985.751;136.860.507.759.214
Female;630.980.389.382.577;135.942.769.557.151
Female;657.084.959.958.281;136.957.445.305.497
Female;6.512.929.147.627;139.049.718.412.001
Female;620.454.434.044.798;132.192.455.826.157
Female;636.269.578.796.844;145.461.391.934.053
Female;610.680.538.631.378;105.311.141.498.072
Female;690.053.177.015.551;176.832.946.922.530
Female;629.307.604.409.748;149.658.822.677.852
Female;630.203.480.102.767;141.407.828.111.023
Female;604.586.125.036.787;118.428.035.391.858
Female;648.699.423.529.315;144.226.986.590.606
Female;666.521.884.534.505;152.697.851.303.264
Female;6.004.233.796.306;129.141.595.077.228
Female;633.790.405.463.248;123.913.872.067.523
Female;634.658.817.822.268;119.351.599.345.712
Female;619.919.096.861.246;112.734.337.675.452
Female;692.476.969.140.613;169.630.306.849.238
Female;626.378.787.707.722;11.511.550.956.742
Female;657.698.582.819.322;147.733.361.242.309
Female;689.008.994.581.607;192.640.037.250.181
Female;636.651.475.160.608;130.077.250.566.254
Female;646.118.936.669.667;143.152.427.067.989
Female;615.301.103.880.946;106.304.317.303.014
Female;62.723.024.274.794;121.722.090.341.359
Female;663.175.727.722.566;153.246.602.135.157
Female;670.580.877.048.592;147.797.920.059.682
Female;601.414.415.988.235;110.837.854.703.141
Female;661.513.554.095.234;160.767.288.095.629
Female;643.119.610.657.784;145.477.447.271.881
Female;611.040.917.304.226;135.041.198.926.828
Female;63.437.494.401.366;135.027.554.795.509
Female;679.793.394.462.166;160.270.525.741.063
Female;590.860.058.343.248;107.829.003.624.626
Female;670.999.039.052.256;133.235.697.911.489
Female;638.648.353.995.318;158.940.059.887.756
Female;673.520.508.701.372;165.354.677.900.647
Female;650.064.570.756.726;137.900.916.499.105
Female;61.979.579.407.219;116.954.744.870.911
Female;605.520.165.033.181;115.251.701.043.388
Female;662.449.909.510.251;153.376.155.596.992
Female;667.098.067.055.299;153.566.607.359.857
Female;578.491.050.917.339;962.800.926.912.173
Female;599.394.047.125.175;110.614.614.971.048
Female;617.659.224.552.058;122.924.680.055.967
Female;67.407.253.469.196;161.458.052.671.168
Female;637.653.283.078.473;143.919.802.226.868
Female;652.878.093.978.769;127.039.843.168.994
Female;619.812.103.654.571;118.821.493.236.688
Female;706.290.406.859.165;195.765.259.510.871
Female;623.277.807.945.213;111.965.447.665.601
Female;699.524.668.280.154;194.240.362.169.639
Female;712.775.069.444.522;162.313.393.207.164
Female;646.189.809.754.171;119.681.095.103.857
Female;694.703.226.427.793;174.146.100.643.492
Female;607.559.487.962.066;103.352.010.634.244
Female;683.738.347.242.206;184.157.643.412.844
Female;620.470.851.750.194;139.114.233.795.898
Female;633.847.551.388.442;129.718.974.571.938
Female;674.616.974.147.976;158.274.232.858.483
Female;610.782.175.953.684;116.431.732.314.344
Female;646.568.051.141.895;138.999.060.469.428
Female;62.625.985.143.959;143.768.450.582.718
Female;582.116.499.335.358;775.237.739.030.693
Female;630.525.493.945.968;128.046.825.285.970
Female;636.328.924.960.761;133.782.824.929.550
Female;668.584.688.683.356;153.011.085.735.304
Female;61.955.897.965.469;110.208.987.221.739
Female;661.148.750.605.703;157.725.304.075.873
Female;628.347.600.585.189;137.927.244.252.758
Female;635.306.483.091.914;131.418.933.694.020
Female;646.892.164.479.027;147.802.532.065.034
Female;64.539.260.198.594;147.565.570.477.765
Female;685.178.731.493.077;156.372.717.631.145
Female;608.679.431.345.641;126.406.554.893.921
Female;610.417.343.599.374;115.082.671.804.258
Female;630.861.588.603.999;131.093.121.432.032
Female;615.126.369.847;133.992.924.220.097
Female;68.893.229.963.652;181.389.695.876.567
Female;643.582.635.484.732;138.856.205.743.935
Female;611.908.372.582.479;132.977.178.906.000
Female;63.546.697.634.464;122.684.162.544.557
Female;656.264.261.159.211;135.782.738.383.760
Female;664.174.719.209.582;139.743.280.295.884
Female;654.186.960.995.766;147.423.293.951.944
Female;64.854.997.492.309;146.692.797.807.448
Female;613.514.780.676.978;130.276.383.053.909
Female;653.602.162.272.904;143.894.032.847.717
Female;652.431.622.266.592;134.567.162.921.654
Female;672.367.795.241.886;154.705.741.916.476
Female;628.672.442.281.689;161.268.395.410.738
Female;632.492.421.147.938;125.129.350.519.599
Female;648.320.979.866.949;150.743.187.121.607
Female;600.052.568.958.542;112.664.383.375.473
Female;604.837.622.986.145;104.419.849.603.190
Female;612.258.047.685.156;127.828.629.847.970
Female;670.779.375.155.148;144.848.007.820.046
Female;679.134.243.941.057;168.705.551.575.914
Female;658.810.596.034.969;129.003.755.219.017
Female;615.095.289.985.437;104.405.916.987.955
Female;616.432.121.827.358;121.303.170.692.814
Female;61.910.381.530.926;118.746.654.351.646
Female;606.219.605.007.529;96.392.483.964.259
Female;605.612.869.665.713;120.184.557.574.681
Female;618.956.934.456.687;113.043.300.155.823
Female;677.423.619.397.243;162.308.665.578.035
Female;625.619.189.033.833;141.276.705.100.823
Female;632.798.351.650.377;118.851.399.024.487
Female;618.656.124.330.767;136.390.117.427.448
Female;615.319.452.247.018;127.961.964.112.276
Female;626.753.894.877.151;134.182.576.690.945
Female;590.291.950.607.398;983.726.388.184.667
Female;63.172.554.714.776;128.091.026.110.874
Female;593.276.371.791.741;100.470.709.794.843
Female;66.828.666.455.576;137.103.190.402.482
Female;643.046.601.490.493;133.875.404.616.058
Female;635.713.915.886.175;121.780.597.346.099
Female;651.471.238.376.027;155.776.722.258.449
Female;673.006.788.021.829;158.466.963.199.327
Female;62.813.044.057.126;135.795.835.790.392
Female;61.076.541.653.466;131.336.443.521.465
Female;615.711.085.052.211;126.012.519.837.462
Female;661.326.052.660.284;153.593.952.484.600
Female;581.456.527.922.555;112.035.274.132.993
Female;58.771.639.480.797;103.537.756.064.271
Female;628.269.037.406.027;118.851.401.346.172
Female;622.024.039.020.137;133.552.941.693.527
Female;613.339.346.501.339;127.655.439.148.815
Female;617.136.296.930.153;118.513.012.930.273
Female;610.452.708.259.408;122.561.834.731.081
Female;598.796.705.049.068;106.782.310.030.936
Female;561.053.695.899.164;87.298.869.133.415
Female;58.963.525.840.387;110.815.421.111.937
Female;626.308.864.211.039;129.521.854.503.371
Female;599.176.306.925.363;118.463.414.143.016
Female;660.350.169.497.896;142.986.712.168.219
Female;592.446.461.531.754;104.918.825.532.773
Female;633.419.102.058.422;126.839.225.475.095
Female;681.976.206.647.126;178.192.346.162.115
Female;628.214.537.155.175;13.840.290.706.426
Female;666.747.100.867.273;161.716.484.018.849
Female;66.343.351.735.392;163.832.917.412.347
Female;627.156.184.031.955;127.938.015.572.482
Female;628.793.026.559.863;124.954.627.794.587
Female;681.425.453.912.443;163.109.726.060.221
Female;615.491.071.834.553;107.520.131.452.552
Female;63.992.565.238.541;134.353.308.041.025
Female;687.334.148.871.494;153.723.006.039.824
Female;626.054.044.493.198;160.613.183.450.756
Female;639.781.516.864.494;135.218.469.598.501
Female;639.481.572.053.959;125.818.926.471.258
Female;609.807.618.530.896;127.297.092.850.238
Female;635.178.587.113.688;129.134.983.557.488
Female;65.119.162.340.088;146.431.025.155.674
Female;646.990.582.263.625;147.204.547.833.916
Female;594.748.520.897.304;100.883.857.637.275
Female;628.308.677.628.933;133.056.294.930.910
Female;63.292.585.316.475;135.159.647.202.360
Female;642.404.321.523.269;151.657.329.464.398
Female;644.506.725.832.854;1.281.972.734.806
Female;638.888.798.201.699;160.584.557.338.175
Female;67.323.647.992.768;146.979.969.987.311
Female;662.450.180.552.918;143.797.489.736.556
Female;66.614.405.140.606;169.128.652.811.809
Female;632.576.422.849.487;137.087.828.917.670
Female;644.022.813.856.534;131.378.482.562.544
Female;617.890.437.911.651;123.140.730.916.332
Female;627.195.894.856.765;121.811.621.034.057
Female;680.144.173.165.796;149.716.849.933.735
Female;621.557.166.087.603;126.353.741.148.101
Female;681.291.248.571.907;138.863.712.967.618
Female;649.162.089.961.892;133.200.738.371.244
Female;644.253.694.318.943;151.564.255.562.872
Female;657.662.260.517.481;135.444.409.336.519
Female;632.150.848.126.439;139.356.920.191.524
Female;62.732.417.407.007;106.884.047.248.122
Female;589.600.403.939.118;957.523.175.393.934
Female;636.335.140.402.387;144.974.696.688.722
Female;623.154.885.506.522;122.513.984.906.493
Female;571.373.009.574.261;991.084.992.611.307
Female;638.578.545.332.626;14.368.836.678.804
Female;617.724.130.729.124;119.262.168.983.767
Female;679.153.140.772.211;159.514.292.174.193
Female;617.831.426.426.367;118.145.506.871.255
Female;619.467.827.067.113;119.795.395.798.445
Female;6.178.785.109.145;121.092.797.347.421
Female;612.998.596.590.408;122.740.595.290.885
Female;61.223.095.142.364;109.234.242.733.830
Female;631.675.637.942.412;124.490.478.472.305
Female;651.183.396.137.937;146.650.334.451.394
Female;638.080.495.407.049;14.088.853.256.203
Female;602.871.306.426.993;100.156.972.847.148
Female;658.031.252.632.644;159.448.865.470.818
Female;626.414.239.095.342;115.913.380.588.994
Female;655.183.107.913.038;162.048.231.279.623
Female;609.231.939.348.913;111.367.257.862.928
Female;594.477.577.096.542;108.111.643.651.101
Female;624.158.797.367.479;121.033.728.088.398
Female;650.614.138.941.302;131.588.929.341.813
Female;643.593.160.479.614;143.542.122.034.770
Female;62.701.033.748.158;121.771.555.012.387
Female;642.291.563.074.856;146.095.545.612.606
Female;611.579.832.522.621;123.345.800.524.612
Female;640.140.563.938.974;136.776.717.207.729
Female;642.169.724.798.357;154.446.604.850.699
Female;615.313.233.991.646;140.980.157.622.981
Female;577.142.565.482.688;94.389.732.636.505
Female;704.231.297.950.142;174.608.373.602.254
Female;691.569.421.253.123;161.114.171.360.313
Female;647.625.294.990.012;131.352.370.598.617
Female;620.937.349.357.015;130.299.788.340.864
Female;674.303.776.515.945;156.076.092.074.605
Female;66.862.739.057.473;156.684.621.332.745
Female;618.248.515.285.784;102.692.776.744.418
Female;677.787.123.113.263;166.448.484.806.429
Female;653.047.686.532.258;143.270.975.876.443
Female;655.245.769.219.022;150.365.317.216.921
Female;638.488.603.078.762;121.095.961.361.193
Female;606.698.864.466.237;110.705.427.344.881
Female;621.207.989.136.884;122.034.650.164.414
Female;6.041.475.050.224;124.706.689.846.406
Female;645.743.951.070.672;142.095.281.980.248
Female;601.772.872.079.128;116.397.024.904.313
Female;638.188.192.776.955;126.738.999.890.683
Female;626.250.491.163.806;132.152.415.004.582
Female;589.482.350.565.812;103.363.555.704.742
Female;620.698.514.461.539;112.455.877.756.539
Female;60.452.318.720.785;114.301.057.669.739
Female;644.893.423.963.608;126.633.052.479.505
Female;656.172.181.433.579;160.622.370.169.889
Female;66.866.755.180.099;156.518.694.727.146
Female;703.611.186.287.561;163.945.040.321.028
Female;60.230.073.960.458;959.337.324.786.044
Female;633.051.590.158.136;127.778.681.522.984
Female;59.587.329.390.936;104.046.180.239.567
Female;653.236.263.219.733;145.852.290.843.349
Female;619.630.512.868.898;142.404.892.875.298
Female;616.335.836.541.305;131.622.520.286.286
Female;602.219.073.469.292;107.731.290.925.800
Female;624.440.887.350.453;134.451.299.553.178
Female;614.381.951.811.547;123.036.175.625.723
Female;650.328.428.163.339;153.393.562.055.098
Female;668.341.651.344.032;151.933.885.904.572
Female;612.790.976.384.486;141.212.122.695.795
Female;622.641.351.641.317;147.335.214.770.323
Female;636.907.199.218.838;121.633.408.724.521
Female;61.230.144.508.313;106.092.298.330.602
Female;592.479.257.543.123;106.067.217.952.156
Female;650.773.312.027.466;152.074.626.341.192
Female;633.365.319.462.159;136.066.723.993.253
Female;651.280.235.063.673;150.143.976.255.014
Female;663.672.614.196.811;153.104.104.814.365
Female;596.273.616.483.559;127.003.820.747.696
Female;667.443.634.712.758;168.866.877.191.217
Female;665.667.122.845.471;138.600.079.957.473
Female;651.909.795.177.654;158.778.935.660.007
Female;637.251.435.014.985;125.417.422.425.669
Female;646.405.274.625.531;135.449.502.159.375
Female;682.221.798.564.946;153.098.641.625.936
Female;607.650.934.564.126;111.364.239.917.823
Female;65.078.073.310.325;154.765.647.291.697
Female;597.739.064.235.202;124.418.019.156.623
Female;670.085.538.675.607;151.333.898.886.002
Female;715.522.046.700.191;185.658.270.832.192
Female;656.041.003.896.816;144.508.903.349.688
Female;677.138.727.887.894;163.334.449.922.777
Female;632.139.625.255.087;142.566.080.498.934
Female;61.254.334.615.895;115.889.543.909.571
Female;656.386.609.067.559;137.289.749.812.448
Female;592.486.557.233.241;110.587.190.765.996
Female;632.632.176.712.443;141.671.147.525.066
Female;632.851.068.369.893;119.007.460.625.104
Female;665.064.030.857.321;152.440.699.734.892
Female;668.350.317.213.596;160.981.093.829.936
Female;605.611.799.130.383;116.268.516.432.508
Female;644.785.671.582.295;151.886.705.673.811
Female;637.322.395.071.576;154.655.272.563.838
Female;681.441.175.582.664;152.430.561.603.730
Female;65.383.224.212.625;140.073.641.074.898
Female;633.526.871.212.887;119.633.755.791.227
Female;63.585.207.215.854;128.486.555.886.959
Female;665.381.613.215.888;161.143.613.146.957
Female;666.445.262.797.493;152.569.345.022.058
Female;624.427.571.301.402;126.522.643.200.024
Female;595.883.950.963.049;115.215.399.374.440
Female;620.554.714.713.668;122.674.048.590.663
Female;679.994.486.762.744;161.321.899.972.785
Female;64.635.679.679.449;160.100.380.734.081
Female;60.145.856.135.236;120.888.521.635.297
Female;614.986.393.736.618;122.049.480.193.377
Female;6.046.647.732.630;112.851.411.720.967
Female;614.884.411.431.049;137.091.736.780.398
Female;655.333.127.181.764;148.052.070.400.263
Female;578.372.689.542.339;105.739.217.158.828
Female;650.410.429.711.465;134.280.095.210.813
Female;641.815.350.496.702;147.927.495.643.850
Female;634.307.605.484.845;138.195.604.859.097
Female;624.909.590.633.185;140.611.043.869.758
Female;673.862.851.924.034;168.140.553.130.811
Female;647.635.028.630.058;133.252.367.479.717
Female;635.814.065.482.242;138.229.396.222.889
Female;63.798.527.347.582;137.465.807.551.397
Female;609.774.144.476.069;120.660.729.091.593
Female;617.358.264.298.412;110.513.241.618.884
Female;641.913.969.814.589;121.889.608.784.505
Female;605.521.922.278.817;110.299.728.280.255
Female;671.820.800.126.776;164.779.375.641.609
Female;658.756.450.362.095;141.018.132.108.356
Female;60.336.579.370.944;821.984.878.532.933
Female;59.125.031.484.915;905.207.839.962.002
Female;681.870.490.876.192;177.568.849.558.525
Female;626.219.776.809.662;106.001.349.204.059
Female;647.621.473.457.827;142.264.983.122.025
Female;637.170.340.153.881;137.999.423.060.675
Female;62.788.568.531.605;119.627.917.794.982
Female;66.341.333.745.267;156.232.125.374.109
Female;648.457.672.614.786;160.758.900.412.111
Female;657.559.481.568.196;137.471.104.119.053
Female;663.065.498.368.028;154.904.986.306.002
Female;642.377.419.661.476;147.205.490.109.169
Female;631.049.843.740.447;133.148.254.236.448
Female;627.803.016.284.495;145.794.374.092.131
Female;634.731.386.049.369;155.488.895.183.201
Female;667.491.668.435.107;166.880.315.557.521
Female;665.294.933.495.484;149.739.207.835.778
Female;64.942.545.331.931;135.387.153.805.473
Female;642.547.599.510.071;143.363.850.086.033
Female;656.432.810.545.857;159.133.382.120.439
Female;666.623.825.967.266;159.482.376.464.725
Female;602.097.381.108.623;111.048.452.312.775
Female;645.530.373.378.013;137.820.944.678.286
Female;655.224.334.717.415;164.508.360.393.617
Female;641.639.392.828.682;123.412.253.919.656
Female;634.247.507.821.743;153.176.615.729.676
Female;68.575.694.575.982;153.319.264.343.621
Female;67.460.675.530.594;175.292.753.048.247
Female;655.863.987.348.924;157.146.160.925.858
Female;6.738.368.785.698;160.978.114.729.003
Female;653.004.338.453.289;142.520.552.023.611
Female;686.970.101.196.574;171.892.025.800.229
Female;628.818.495.007.199;117.366.115.998.373
Female;645.022.454.380.577;134.045.492.075.742
Female;67.129.602.569.104;134.273.574.598.086
Female;63.893.187.894.372;135.652.300.448.713
Female;639.470.891.052.939;138.865.443.523.640
Female;612.330.699.227.445;117.144.139.439.547
Female;6.236.584.320.303;138.648.447.317.277
Female;638.811.965.093.768;137.170.886.333.196
Female;672.601.239.702.578;151.230.951.878.344
Female;619.809.224.738.095;113.968.997.548.358
Female;619.380.059.889.866;121.187.253.815.547
Female;651.236.469.361.573;163.934.531.727.343
Female;599.499.137.352.606;111.232.280.911.062
Female;586.709.529.702.722;985.160.786.144.569
Female;614.584.372.602.041;131.700.770.777.790
Female;663.393.851.113.239;160.985.106.021.963
Female;675.842.049.060.273;156.732.270.778.401
Female;661.149.178.016.367;159.372.156.649.349
Female;627.357.257.028.632;138.254.437.110.754
Female;627.371.124.959.095;112.871.363.392.254
Female;605.948.235.190.172;118.758.041.933.192
Female;642.636.832.301.446;147.403.128.354.823
Female;63.589.548.432.464;139.686.156.989.160
Female;605.224.211.232.581;113.266.333.576.858
Female;656.505.402.807.652;147.337.183.786.838
Female;643.684.095.133.994;139.550.199.728.775
Female;68.094.319.631.298;141.226.633.056.596
Female;614.027.042.253.034;123.983.910.994.488
Female;636.553.171.963.399;148.238.011.729.578
Female;561.672.991.862.273;778.985.592.718.359
Female;608.593.091.877.939;101.173.339.432.368
Female;654.935.300.866.689;134.900.006.866.972
Female;60.090.174.703.046;117.895.237.394.228
Female;651.580.905.070.669;148.361.308.433.515
Female;605.804.207.001.373;102.187.820.524.886
Female;59.847.446.363.622;112.144.544.158.221
Female;601.791.124.588.638;972.613.127.866.806
Female;638.072.524.431.298;139.603.647.968.899
Female;651.595.902.181.177;145.442.724.219.011
Female;612.308.417.905.583;116.858.097.517.902
Female;66.256.513.916.737;148.414.305.257.976
Female;622.993.404.871.673;138.994.964.745.233
Female;673.426.907.135.966;144.924.252.084.822
Female;644.825.537.251.333;131.813.137.863.820
Female;654.092.266.319.353;151.532.193.245.431
Female;633.198.477.002.133;132.900.102.734.210
Female;699.982.972.693.628;178.743.255.729.628
Female;607.799.998.571.652;113.877.440.458.301
Female;627.137.650.978.029;124.672.840.042.441
Female;640.631.262.042.994;136.627.816.992.875
Female;67.260.748.440.053;154.619.460.995.625
Female;622.273.376.922.072;120.936.614.250.334
Female;592.230.444.090.222;131.159.089.656.364
Female;583.694.478.311.255;113.899.109.787.270
Female;599.773.398.053.071;110.800.198.280.178
Female;62.232.313.213.556;131.886.497.653.701
Female;614.046.834.621.872;123.014.974.292.633
Female;666.922.974.884.749;153.556.966.333.125
Female;60.829.197.751.082;116.253.522.178.092
Female;656.326.003.304.289;159.096.036.886.897
Female;601.913.304.215.395;115.045.772.393.027
Female;660.987.188.961.904;131.264.401.547.620
Female;644.053.315.494.993;127.943.947.171.077
Female;648.943.538.927.103;129.117.041.346.529
Female;638.633.618.127.893;128.285.494.343.499
Female;612.176.124.987.157;124.523.785.828.336
Female;700.000.996.614.627;176.828.201.015.981
Female;644.870.950.936.288;130.652.130.869.763
Female;669.886.126.118.952;156.256.875.536.016
Female;583.002.683.655.671;951.214.034.651.925
Female;643.562.088.139.533;154.374.633.259.613
Female;674.090.561.864.154;163.584.236.174.247
Female;669.363.105.204.275;142.767.367.110.374
Female;607.318.568.323.656;119.967.881.328.411
Female;65.197.125.646.994;133.014.706.866.683
Female;599.559.581.707.296;119.880.437.088.442
Female;657.402.529.244.201;165.156.370.747.027
Female;631.740.888.552.376;134.931.119.765.396
Female;614.145.108.452.755;131.556.847.184.007
Female;619.537.652.783.583;139.480.345.206.380
Female;647.363.555.965.433;137.770.832.168.014
Female;572.330.564.010.914;993.712.842.598.644
Female;66.001.685.214.129;15.510.492.540.068
Female;660.355.514.851.669;151.873.442.773.797
Female;661.244.961.715.813;162.730.381.361.469
Female;598.735.562.991.131;107.637.607.473.672
Female;642.580.677.870.656;122.937.234.881.327
Female;645.232.741.331.008;146.602.980.035.515
Female;703.985.174.035.204;167.542.411.293.767
Female;676.836.069.573.014;151.280.053.614.573
Female;609.794.598.983.385;108.469.169.428.357
Female;64.961.958.811.518;113.726.967.903.199
Female;628.260.422.397.165;129.286.756.468.877
Female;631.839.627.455.561;127.177.120.707.278
Female;649.434.359.637.002;136.663.869.426.503
Female;626.842.520.182.645;124.440.025.569.112
Female;648.269.601.440.787;152.079.450.824.902
Female;637.407.624.734.611;134.111.768.150.996
Female;698.222.337.040.217;17.466.738.753.922
Female;633.356.714.646.882;126.697.367.322.170
Female;657.999.224.637.006;142.146.437.863.022
Female;618.370.968.244.941;136.773.825.962.060
Female;595.488.946.202.499;118.860.323.196.746
Female;621.266.548.302.817;114.142.898.598.438
Female;653.248.696.308.045;145.521.060.613.319
Female;666.144.422.564.336;155.888.980.999.046
Female;637.346.231.856.398;146.971.723.539.681
Female;601.641.472.280.657;120.244.526.484.622
Female;65.693.383.720.852;151.987.105.758.169
Female;6.439.091.597.417;138.471.776.884.101
Female;653.437.691.809.575;128.240.548.016.760
Female;662.848.633.755.886;154.885.142.449.294
Female;64.140.632.972.352;134.459.337.738.029
Female;64.889.918.729.116;13.427.994.876.853
Female;647.005.698.105.255;146.402.676.964.792
Female;599.088.447.631.009;945.636.974.730.176
Female;624.335.554.152.787;124.286.143.377.051
Female;647.727.456.118.938;143.445.450.391.041
